artifact_id,museum_no,designation,publications_key,publications_type,publications_exact_ref,publications_comment,provenience,period,dates,collections,genres,materials,artifact_type,height,thickness,width,weight,elevation,excavation_no,findspot_square,findspot_comments,stratigraphic_level,surface_preservation,condition_description,artifact_preservation,languages,written_in,archive,composite_no,composites,seal_no,seals,accession_no,cdli_comments,artifact_comments,provenience_comments,is_provenience_uncertain,period_comments,is_period_uncertain,artifact_type_comments,is_artifact_type_uncertain,seal_information,is_school_text,alternative_years,external_resources,external_resources_key,genres_comment,genres_uncertain,languages_uncertain,materials_aspect,materials_color,materials_uncertain,retired,has_fragments,is_artifact_fake,redirect_artifact_id,retired_comments
1205,"VAT 14665","ATU 5, pl. 053, W 9335,c","Englund1994ATU5; Englund1998OBO160/1; Falkenstein1936ATU1; LambertM1966Archeologia12","primary; history; history; history","pl. 53, W 9335,c; p. 154 fig. 52; 111; 9-10, 29","34x28x16 - same locus as W 9311,a - ATU 1, 111 - M. Lambert, Archéologia 12 (9-10.1966) 29 - 13.1.1931 - see the remarks to the text W 9123,b.; copy; ; ","Uruk (mod. Warka)","Uruk IV (ca. 3350-3200 BC)",,"Vorderasiatisches Museum, Berlin, Germany",Administrative,clay,tablet,34.0,16.0,28.0,,,"W 09335,c","Qa XVI,3","unter der Abgleichung der Schicht III, 1,5 m über der Höhe des Kalksteinsockels// t.a.q. IIIc",,,,,undetermined,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
1206,"VAT 14775","ATU 5, pl. 053, W 9335,d","Englund1994ATU5; Falkenstein1936ATU1; Vaiman","primary; history; history","pl. 53, W 9335,d; 93; 139, no. 7 obv.","39x28x15 - same locus as W 9311,a - ATU 1, 93 - A. Vaiman, VDI 1974/2, 139 (=BagM 20, 122), no. 7 obv. - 13.1.1931.; ; ","Uruk (mod. Warka)","Uruk IV (ca. 3350-3200 BC)",,"Vorderasiatisches Museum, Berlin, Germany",Administrative,clay,tablet,39.0,15.0,28.0,,,"W 09335,d","Qa XVI,3","unter der Abgleichung der Schicht III, 1,5 m über der Höhe des Kalksteinsockels// t.a.q. IIIc",,,,,undetermined,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
1207,"VAT 14773","ATU 5, pl. 053, W 9335,e","Englund1994ATU5; Falkenstein1936ATU1","primary; history","pl. 53, W 9335,e; 119","30x35x20 - same locus as W 9311,a - ATU 1, 119 - 13.1.1931.; ","Uruk (mod. Warka)","Uruk IV (ca. 3350-3200 BC)",,"Vorderasiatisches Museum, Berlin, Germany",Administrative,clay,tablet,30.0,20.0,35.0,,,"W 09335,e","Qa XVI,3","unter der Abgleichung der Schicht III, 1,5 m über der Höhe des Kalksteinsockels// t.a.q. IIIc",,,,,undetermined,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
1208,"VAT 15149","ATU 5, pl. 053, W 9335,f","Englund1994ATU5; Falkenstein1936ATU1","primary; history","pl. 53, W 9335,f; 441","47x45x22 - same locus as W 9311,a - ATU 1, 441 - 13.1.1931.; ","Uruk (mod. Warka)","Uruk IV (ca. 3350-3200 BC)",,"Vorderasiatisches Museum, Berlin, Germany",Administrative,clay,tablet,47.0,22.0,45.0,,,"W 09335,f","Qa XVI,3","unter der Abgleichung der Schicht III, 1,5 m über der Höhe des Kalksteinsockels// t.a.q. IIIc",,,,,undetermined,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
1209,"VAT 15019","ATU 5, pl. 053, W 9335,g","Englund1994ATU5; Falkenstein1936ATU1","primary; history","pl. 53, W 9335,g; 375","42x48x23 - same locus as W 9311,a - ATU 1, 375 - 13.1.1931.; ","Uruk (mod. Warka)","Uruk IV (ca. 3350-3200 BC)",,"Vorderasiatisches Museum, Berlin, Germany",Administrative,clay,tablet,42.0,23.0,48.0,,,"W 09335,g","Qa XVI,3","unter der Abgleichung der Schicht III, 1,5 m über der Höhe des Kalksteinsockels// t.a.q. IIIc",,,,,undetermined,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
1210,"VAT 14649","ATU 5, pl. 054, W 9335,h1","Englund1994ATU5; Falkenstein1936ATU1","primary; history","pl. 54, W 9335,h1; 117","31x20x12 - same locus as W 9311,a - ATU 1, 117 - 13.1.1931.; ","Uruk (mod. Warka)","Uruk IV (ca. 3350-3200 BC)",,"Vorderasiatisches Museum, Berlin, Germany",Administrative,clay,tablet,31.0,12.0,20.0,,,"W 09335,h1","Qa XVI,3","unter der Abgleichung der Schicht III, 1,5 m über der Höhe des Kalksteinsockels// t.a.q. IIIc",,,,,undetermined,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
1211,"VAT 14654","ATU 5, pl. 054, W 9335,h2","Englund1994ATU5; Falkenstein1936ATU1","primary; history","pl. 54, W 9335,h2; 11","24x33x15 - same locus as W 9311,a - ATU 1, 11 - 13.1.1931.; ","Uruk (mod. Warka)","Uruk IV (ca. 3350-3200 BC)",,"Vorderasiatisches Museum, Berlin, Germany",Administrative,clay,tablet,24.0,15.0,33.0,,,"W 09335,h2","Qa XVI,3","unter der Abgleichung der Schicht III, 1,5 m über der Höhe des Kalksteinsockels// t.a.q. IIIc",,,,,undetermined,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
1212,"VAT 14747","ATU 5, pl. 054, W 9335,i","Englund1994ATU5; Falkenstein1936ATU1","primary; history","pl. 54, W 9335,i; 143","43x26x15 - same locus as W 9311,a - ATU 1, 143 - 13.1.1931.; ","Uruk (mod. Warka)","Uruk IV (ca. 3350-3200 BC)",,"Vorderasiatisches Museum, Berlin, Germany",Administrative,clay,tablet,43.0,15.0,26.0,,,"W 09335,i","Qa XVI,3","unter der Abgleichung der Schicht III, 1,5 m über der Höhe des Kalksteinsockels// t.a.q. IIIc",,,,,undetermined,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
1214,"VAT 15046","ATU 5, pl. 054, W 9335,l","Englund1994ATU5; Falkenstein1936ATU1","primary; history","pl. 54, W 9335,l; 198","43x39x13 - same locus as W 9311,a - ATU 1, 198 - 13.1.1931 - dividing lines of the first column were impressed with shaft of the stylus - first sign of first case in the second column is a rolled N1.; ","Uruk (mod. Warka)","Uruk IV (ca. 3350-3200 BC)",,"Vorderasiatisches Museum, Berlin, Germany",Administrative,clay,tablet,43.0,13.0,39.0,,,"W 09335,l","Qa XVI,3","unter der Abgleichung der Schicht III, 1,5 m über der Höhe des Kalksteinsockels// t.a.q. IIIc",,,,,undetermined,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
1215,"VAT 14923","ATU 5, pl. 054, W 9335,m",Englund1994ATU5,primary,"pl. 54, W 9335,m","36x40x25 - same locus as W 9311,a - 13.1.1931 - VAT number written above a stricken VAT 17802.","Uruk (mod. Warka)","Uruk IV (ca. 3350-3200 BC)",,"Vorderasiatisches Museum, Berlin, Germany",Administrative,clay,tablet,36.0,25.0,40.0,,,"W 09335,m","Qa XVI,3","unter der Abgleichung der Schicht III, 1,5 m über der Höhe des Kalksteinsockels// t.a.q. IIIc",,,,,undetermined,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
1217,"VAT 14963","ATU 5, pl. 054, W 9335,o","Englund1994ATU5; Falkenstein1936ATU1","primary; history","pl. 54, W 9335,o; 125","49x31x22 - same locus as W 9311,a - ATU 1, 125 - 13.1.1931 - see the remarks to W 9123,b.; ","Uruk (mod. Warka)","Uruk IV (ca. 3350-3200 BC)",,"Vorderasiatisches Museum, Berlin, Germany",Administrative,clay,tablet,49.0,22.0,31.0,,,"W 09335,o","Qa XVI,3","unter der Abgleichung der Schicht III, 1,5 m über der Höhe des Kalksteinsockels// t.a.q. IIIc",,,,,undetermined,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
1218,"VAT 15250","ATU 5, pl. 054, W 9335,p","Englund1994ATU5; Falkenstein1936ATU1","primary; history","pl. 54, W 9335,p; 558","20x60x23 - same locus as W 9311,a - ATU 1, 558 - 13.1.1931.; ","Uruk (mod. Warka)","Uruk IV (ca. 3350-3200 BC)",,"Vorderasiatisches Museum, Berlin, Germany",Administrative,clay,tablet,20.0,23.0,60.0,,,"W 09335,p","Qa XVI,3","unter der Abgleichung der Schicht III, 1,5 m über der Höhe des Kalksteinsockels// t.a.q. IIIc",,,,,undetermined,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
1219,"VAT 15105","ATU 5, pl. 054, W 9335,q","Englund1994ATU5; Falkenstein1936ATU1","primary; history","pl. 54, W 9335,q; 512","58x27x30 - same locus as W 9311,a - ATU 1, 512 - 13.1.1931.; ","Uruk (mod. Warka)","Uruk IV (ca. 3350-3200 BC)",,"Vorderasiatisches Museum, Berlin, Germany",Administrative,clay,tablet,58.0,30.0,27.0,,,"W 09335,q","Qa XVI,3","unter der Abgleichung der Schicht III, 1,5 m über der Höhe des Kalksteinsockels// t.a.q. IIIc",,,,,undetermined,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
1220,"VAT 15139","ATU 5, pl. 055, W 9335,r","Englund1994ATU5; Falkenstein1936ATU1","primary; history","pl. 55, W 9335,r; 527","57x39x29 - same locus as W 9311,a - ATU 1, 527 - 13.1.1931 - the variant N42a of the obverse of this text seems to be in conflict with the use of the form N39b of the reverse, thus possibly a defective N38 - see P. Damerow and R. Englund, ATU 2, p. 136.; ","Uruk (mod. Warka)","Uruk IV (ca. 3350-3200 BC)",,"Vorderasiatisches Museum, Berlin, Germany",Administrative,clay,tablet,57.0,29.0,39.0,,,"W 09335,r","Qa XVI,3","unter der Abgleichung der Schicht III, 1,5 m über der Höhe des Kalksteinsockels// t.a.q. IIIc",,,,,undetermined,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
1221,"VAT 14928","ATU 5, pl. 055, W 9335,s","Englund1994ATU5; Falkenstein1936ATU1","primary; history","pl. 55, W 9335,s; 468","43x39x24 - same locus as W 9311,a - ATU 1, 468 - 13.1.1931.; ","Uruk (mod. Warka)","Uruk IV (ca. 3350-3200 BC)",,"Vorderasiatisches Museum, Berlin, Germany",Administrative,clay,tablet,43.0,24.0,39.0,,,"W 09335,s","Qa XVI,3","unter der Abgleichung der Schicht III, 1,5 m über der Höhe des Kalksteinsockels// t.a.q. IIIc",,,,,undetermined,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
1222,"VAT 15190","ATU 5, pl. 055, W 9335,t","Englund1994ATU5; Falkenstein1936ATU1","primary; history","pl. 55, W 9335,t; 547","53x31x30 - same locus as W 9311,a - ATU 1, 547 - 13.1.1931 - note that the N1's of obv. i 3 were scattered to fit into case - see P. Damerow and R. Englund, ATU 2, p. 15683.; ","Uruk (mod. Warka)","Uruk IV (ca. 3350-3200 BC)",,"Vorderasiatisches Museum, Berlin, Germany",Administrative,clay,tablet,53.0,30.0,31.0,,,"W 09335,t","Qa XVI,3","unter der Abgleichung der Schicht III, 1,5 m über der Höhe des Kalksteinsockels// t.a.q. IIIc",,,,,undetermined,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
1223,"VAT 14964","ATU 5, pl. 055, W 9335,u","Englund1994ATU5; Falkenstein1936ATU1","primary; history","pl. 55, W 9335,u; 398","38x35x21 - same locus as W 9311,a - ATU 1, 398 - 13.1.1931.; ","Uruk (mod. Warka)","Uruk IV (ca. 3350-3200 BC)",,"Vorderasiatisches Museum, Berlin, Germany",Administrative,clay,tablet,38.0,21.0,35.0,,,"W 09335,u","Qa XVI,3","unter der Abgleichung der Schicht III, 1,5 m über der Höhe des Kalksteinsockels// t.a.q. IIIc",,,,,undetermined,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
1224,"VAT 15347","ATU 5, pl. 055, W 9335,v","Englund1994ATU5; Falkenstein1936ATU1","primary; history","pl. 55, W 9335,v; 452","43x16x22 - same locus as W 9311,a - ATU 1, 452 - 13.1.1931.; ","Uruk (mod. Warka)","Uruk IV (ca. 3350-3200 BC)",,"Vorderasiatisches Museum, Berlin, Germany",Administrative,clay,tablet,43.0,22.0,16.0,,,"W 09335,v","Qa XVI,3","unter der Abgleichung der Schicht III, 1,5 m über der Höhe des Kalksteinsockels// t.a.q. IIIc",,,,,undetermined,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
1225,"VAT 15355","ATU 5, pl. 055, W 9335,w",Englund1994ATU5,primary,"pl. 55, W 9335,w","51x37x23 - same locus as W 9311,a - 13.1.1931 - VAT number written above stricken VAT 17775 - ""numerical"" tablet, dividing line of the obverse impressed with shaft of the stylus - see P. Damerow and R. Englund, ATU 2, p. 146.","Uruk (mod. Warka)","Uruk V (ca. 3500-3350 BC)",,"Vorderasiatisches Museum, Berlin, Germany",Administrative,clay,tablet,51.0,23.0,37.0,,,"W 09335,w","Qa XVI,3","unter der Abgleichung der Schicht III, 1,5 m über der Höhe des Kalksteinsockels// t.a.q. IIIc",,,,,undetermined,,,,,,,,,,,0,"change to Uruk V ?, numerical tablet",0,,0,,0,,,," ",0,0,,,0,0,0,0,,
1226,"VAT 15004","ATU 5, pl. 056, W 9393,a","Englund1994ATU5; Falkenstein1936ATU1","primary; history","pl. 56, W 9393,a; 326","62x43x26 - same locus as W 9311,a - ATU 1, 326 - 14.1.1931 - tablet rotated around vertical axis.; ","Uruk (mod. Warka)","Uruk IV (ca. 3350-3200 BC)",,"Vorderasiatisches Museum, Berlin, Germany",Administrative,clay,tablet,62.0,26.0,43.0,,,"W 09393,a","Qa XVI,3","unter der Abgleichung der Schicht III, 1,5 m über der Höhe des Kalksteinsockels// t.a.q. IIIc",,,,,undetermined,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
1227,"VAT 14903","ATU 5, pl. 056, W 9393,b","Damerow1991; Englund1994ATU5; Falkenstein1936ATU1; sec1143; sec1144; sec1146","history; primary; history; history; history; history","p. 703; pl. 56, W 9393,b; 311; ; ; ","(copy); 67x46x28 - same locus as W 9311,a - ATU 1, 311 - P. Damerow, R. Englund, and H. Nissen, Spektrum der Wissenschaft, March 1988, 48 - id., Natuur & Techniek 59/9 (1991) 703 - 14.1.1931 - key tablet in the determination of the numerical relationships of the EN sys; ; ; ; ","Uruk (mod. Warka)","Uruk IV (ca. 3350-3200 BC)",,"Vorderasiatisches Museum, Berlin, Germany",Administrative,clay,tablet,67.0,28.0,46.0,,,"W 09393,b","Qa XVI,3","unter der Abgleichung der Schicht III, 1,5 m über der Höhe des Kalksteinsockels// t.a.q. IIIc",,,,,undetermined,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
1228,"VAT 15017","ATU 5, pl. 056, W 9393,c","Englund1994ATU5; Falkenstein1936ATU1","primary; history","pl. 56, W 9393,c; 350","99x68x27 - same locus as W 9311,a - ATU 1, 350 - 14.1.1931 - one of the fragments may be W 9289.; ","Uruk (mod. Warka)","Uruk IV (ca. 3350-3200 BC)",,"Vorderasiatisches Museum, Berlin, Germany",Administrative,clay,tablet,99.0,27.0,68.0,,,"W 09393,c","Qa XVI,3","unter der Abgleichung der Schicht III, 1,5 m über der Höhe des Kalksteinsockels// t.a.q. IIIc",,,,,undetermined,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
1229,"VAT 15259","ATU 5, pl. 057, W 9393,d","Englund1994ATU5; Englund1998OBO160/1","primary; history","pl. 57, W 9393,d; p. 110 fig. 36","68x47x24 - same locus as W 9311,a - 14.1.1931 - VAT number written above stricken VAT 17779 - the lack of ideograms and the unusually high numbers represented by the numerical signs suggest the text is a school exercise.; copy","Uruk (mod. Warka)","Uruk IV (ca. 3350-3200 BC)",,"Vorderasiatisches Museum, Berlin, Germany",Administrative,clay,tablet,68.0,24.0,47.0,,,"W 09393,d","Qa XVI,3","unter der Abgleichung der Schicht III, 1,5 m über der Höhe des Kalksteinsockels// t.a.q. IIIc",,,,,undetermined,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
1230,"VAT 15171","ATU 5, pl. 057, W 9393,e","Englund1994ATU5; Englund1998OBO160/1; Falkenstein1936ATU1","primary; history; history","pl. 57, W 9393,e; p. 110 fig. 36; 289","83x56x31 - same locus as W 9311,a - ATU 1, 289 - 14.1.1931 - an account of various agricultural products in a succession known from the distribution accounts from Jemdet Nasr (see R. Englund and J.-P. Grégoire, MSVO 1, nos. 83-160) and Uruk (for example, W 19; copy; ","Uruk (mod. Warka)","Uruk IV (ca. 3350-3200 BC)",,"Vorderasiatisches Museum, Berlin, Germany",Administrative,clay,tablet,83.0,31.0,56.0,,,"W 09393,e","Qa XVI,3","unter der Abgleichung der Schicht III, 1,5 m über der Höhe des Kalksteinsockels// t.a.q. IIIc",,,,,undetermined,,,,,,,,,,,0,,0,,0,,0,,i3.MesopOil,10943," ",0,0,,,0,0,0,0,,
1231,"VAT 14897","ATU 5, pl. 057, W 9393,f","Englund1994ATU5; Falkenstein1936ATU1","primary; history","pl. 57, W 9393,f; 286","83x57x30 - same locus as W 9311,a - ATU 1, 286 - 14.1.1931.; ","Uruk (mod. Warka)","Uruk IV (ca. 3350-3200 BC)",,"Vorderasiatisches Museum, Berlin, Germany",Administrative,clay,tablet,83.0,30.0,57.0,,,"W 09393,f","Qa XVI,3","unter der Abgleichung der Schicht III, 1,5 m über der Höhe des Kalksteinsockels// t.a.q. IIIc",,,,,undetermined,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
1232,"VAT 15298","ATU 5, pl. 058, W 9492",Englund1994ATU5,primary,"pl. 58, W 9492","35x27x19 - K XVII, large mud bricks on the northwestern side - 19.1.1931 - sealed tablet, compare W 9656,q.","Uruk (mod. Warka)","Uruk IV (ca. 3350-3200 BC)",,"Vorderasiatisches Museum, Berlin, Germany",Administrative,clay,tablet,35.0,19.0,27.0,,,"W 09492","K XVII,?","große Lehmziegel an der Nordwest-Seite",,,,,undetermined,,,,,,S999999,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
1233,"VAT 21345","ATU 5, pl. 058, W 9578,a",Englund1994ATU5,primary,"pl. 58, W 9578,a","78x52x38 - Qa XVI,2, below the leveling of level III - 20.1.1931 - a blank tablet with traces of erased numerical signs.","Uruk (mod. Warka)","Uruk IV (ca. 3350-3200 BC)",,"Vorderasiatisches Museum, Berlin, Germany",Administrative,clay,tablet,78.0,38.0,52.0,,,"W 09578,a","Qa XVI,2","unter der Abgleichung der Schicht III, 1,5 m über der Höhe des Kalksteinsockels// t.a.q. IIIc",,,,,undetermined,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
1234,"VAT 14948","ATU 5, pl. 058, W 9578,b","Englund1994ATU5; Falkenstein1936ATU1","primary; history","pl. 58, W 9578,b; 277","58x41x21 - same locus as W 9578,a - ATU 1, 277 - 20.1.1931 - compare W 9578,n and see P. Damerow and R. Englund, ATU 2, p. 135.; ","Uruk (mod. Warka)","Uruk IV (ca. 3350-3200 BC)",,"Vorderasiatisches Museum, Berlin, Germany",Administrative,clay,tablet,58.0,21.0,41.0,,,"W 09578,b","Qa XVI,2","unter der Abgleichung der Schicht III, 1,5 m über der Höhe des Kalksteinsockels// t.a.q. IIIc",,,,,undetermined,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
1235,"VAT 15013","ATU 5, pl. 058, W 9578,c","Englund1994ATU5; Falkenstein1936ATU1","primary; history","pl. 58, W 9578,c; 329","69x47x32 - same locus as W 9578,a - ATU 1, 329 - 20.1.1931.; ","Uruk (mod. Warka)","Uruk IV (ca. 3350-3200 BC)",,"Vorderasiatisches Museum, Berlin, Germany",Administrative,clay,tablet,69.0,32.0,47.0,,,"W 09578,c","Qa XVI,2","unter der Abgleichung der Schicht III, 1,5 m über der Höhe des Kalksteinsockels// t.a.q. IIIc",,,,,undetermined,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
1236,"VAT 15130","ATU 5, pl. 058, W 9578,d","Englund1994ATU5; Falkenstein1936ATU1","primary; history","pl. 58, W 9578,d; 336","68x46x26 - same locus as W 9578,a - ATU 1, 336 - 20.1.1931.; ","Uruk (mod. Warka)","Uruk IV (ca. 3350-3200 BC)",,"Vorderasiatisches Museum, Berlin, Germany",Administrative,clay,tablet,68.0,26.0,46.0,,,"W 09578,d","Qa XVI,2","unter der Abgleichung der Schicht III, 1,5 m über der Höhe des Kalksteinsockels// t.a.q. IIIc",,,,,undetermined,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
1237,"VAT 14895","ATU 5, pl. 058, W 9578,e","Bauer2001AfO48; Englund1994ATU5; Falkenstein1936ATU1","citation; primary; history","173; pl. 58, W 9578,e; 266","; 57x43x23 - same locus as W 9578,a - ATU 1, 266 - 20.1.1931 - see ATU 1, p. 12, fn. 1.; ","Uruk (mod. Warka)","Uruk IV (ca. 3350-3200 BC)",,"Vorderasiatisches Museum, Berlin, Germany",Administrative,clay,tablet,57.0,23.0,43.0,,,"W 09578,e","Qa XVI,2","unter der Abgleichung der Schicht III, 1,5 m über der Höhe des Kalksteinsockels// t.a.q. IIIc",,,,,undetermined,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
1238,"VAT 14663","ATU 5, pl. 059, W 9578,f","Englund1994ATU5; Falkenstein1936ATU1; Vaiman","primary; history; history","pl. 59, W 9578,f; 65; 139, no. 2 obv.","46x32x19 - same locus as W 9578,a - ATU 1, 65 - A. Vaiman, VDI 1974/2, 139 (=BagM 20, 122), no. 2 obv. - 20.1.1931.; ; ","Uruk (mod. Warka)","Uruk IV (ca. 3350-3200 BC)",,"Vorderasiatisches Museum, Berlin, Germany",Administrative,clay,tablet,46.0,19.0,32.0,,,"W 09578,f","Qa XVI,2","unter der Abgleichung der Schicht III, 1,5 m über der Höhe des Kalksteinsockels// t.a.q. IIIc",,,,,undetermined,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
1239,"VAT 14938","ATU 5, pl. 059, W 9578,g","Englund1994ATU5; Falkenstein1936ATU1","primary; history","pl. 59, W 9578,g; 299","59x42x22 - same locus as W 9578,a - ATU 1, 299 - 20.1.1931.; ","Uruk (mod. Warka)","Uruk IV (ca. 3350-3200 BC)",,"Vorderasiatisches Museum, Berlin, Germany",Administrative,clay,tablet,59.0,22.0,42.0,,,"W 09578,g","Qa XVI,2","unter der Abgleichung der Schicht III, 1,5 m über der Höhe des Kalksteinsockels// t.a.q. IIIc",,,,,undetermined,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
1240,"VAT 15009","ATU 5, pl. 059, W 9578,h","Englund1994ATU5; Falkenstein1936ATU1","primary; history","pl. 59, W 9578,h; 310","85x52x23 - same locus as W 9578,a - ATU 1, 310 - 20.1.1931.; ","Uruk (mod. Warka)","Uruk IV (ca. 3350-3200 BC)",,"Vorderasiatisches Museum, Berlin, Germany",Administrative,clay,tablet,85.0,23.0,52.0,,,"W 09578,h","Qa XVI,2","unter der Abgleichung der Schicht III, 1,5 m über der Höhe des Kalksteinsockels// t.a.q. IIIc",,,,,undetermined,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
1241,"VAT 14651","ATU 5, pl. 059, W 9578,i","Englund1994ATU5; Falkenstein1936ATU1","primary; history","pl. 59, W 9578,i; 31","39x27x16 - same locus as W 9578,a - ATU 1, 31 - 20.1.1931.; ","Uruk (mod. Warka)","Uruk IV (ca. 3350-3200 BC)",,"Vorderasiatisches Museum, Berlin, Germany",Administrative,clay,tablet,39.0,16.0,27.0,,,"W 09578,i","Qa XVI,2","unter der Abgleichung der Schicht III, 1,5 m über der Höhe des Kalksteinsockels// t.a.q. IIIc",,,,,undetermined,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
1242,"VAT 14886","ATU 5, pl. 059, W 9578,k","Englund1994ATU5; Falkenstein1936ATU1","primary; history","pl. 59, W 9578,k; 517","41x42x25 - same locus as W 9578,a - ATU 1, 517 - 20.1.1931.; ","Uruk (mod. Warka)","Uruk IV (ca. 3350-3200 BC)",,"Vorderasiatisches Museum, Berlin, Germany",Administrative,clay,tablet,41.0,25.0,42.0,,,"W 09578,k","Qa XVI,2","unter der Abgleichung der Schicht III, 1,5 m über der Höhe des Kalksteinsockels// t.a.q. IIIc",,,,,undetermined,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
1243,"VAT 14991","ATU 5, pl. 060, W 9578,l","Bauer2001AfO48; Englund1994ATU5; Falkenstein1936ATU1","citation; primary; history","173; pl. 60, W 9578,l; 348","; 77x52x35 - same locus as W 9578,a - ATU 1, 348 - 20.1.1931.; ","Uruk (mod. Warka)","Uruk IV (ca. 3350-3200 BC)",,"Vorderasiatisches Museum, Berlin, Germany",Administrative,clay,tablet,77.0,35.0,52.0,,,"W 09578,l","Qa XVI,2","unter der Abgleichung der Schicht III, 1,5 m über der Höhe des Kalksteinsockels// t.a.q. IIIc",,,,,undetermined,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
1244,"VAT 15131","ATU 5, pl. 060, W 9578,m","Englund1994ATU5; Falkenstein1936ATU1","primary; history","pl. 60, W 9578,m; 343","79x54x26 - same locus as W 9578,a - ATU 1, 343 - 20.1.1931.; ","Uruk (mod. Warka)","Uruk IV (ca. 3350-3200 BC)",,"Vorderasiatisches Museum, Berlin, Germany",Administrative,clay,tablet,79.0,26.0,54.0,,,"W 09578,m","Qa XVI,2","unter der Abgleichung der Schicht III, 1,5 m über der Höhe des Kalksteinsockels// t.a.q. IIIc",,,,,undetermined,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
1245,"VAT 14896","ATU 5, pl. 060, W 9578,n","Englund1994ATU5; Falkenstein1936ATU1","primary; history","pl. 60, W 9578,n; 274","65x47x23 - same locus as W 9578,a - ATU 1, 274 - 20.1.1931 - compare W 9578,b and see P. Damerow and R. Englund, ATU 2, p. 135.; ","Uruk (mod. Warka)","Uruk IV (ca. 3350-3200 BC)",,"Vorderasiatisches Museum, Berlin, Germany",Administrative,clay,tablet,65.0,23.0,47.0,,,"W 09578,n","Qa XVI,2","unter der Abgleichung der Schicht III, 1,5 m über der Höhe des Kalksteinsockels// t.a.q. IIIc",,,,,undetermined,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
1246,"VAT 14700","ATU 5, pl. 061, W 9578,o","Englund1994ATU5; Falkenstein1936ATU1","primary; history","pl. 61, W 9578,o; 72","50x35x19 - same locus as W 9578,a - ATU 1, 72 - 20.1.1931.; ","Uruk (mod. Warka)","Uruk IV (ca. 3350-3200 BC)",,"Vorderasiatisches Museum, Berlin, Germany",Administrative,clay,tablet,50.0,19.0,35.0,,,"W 09578,o","Qa XVI,2","unter der Abgleichung der Schicht III, 1,5 m über der Höhe des Kalksteinsockels// t.a.q. IIIc",,,,,undetermined,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
